,talentId,platformId,type,followers,Avg View Through Rate,Avg Engagement Rate
2019,d4495872-b817-4dbe-914f-1c2141de9da8,1471860725,video,83976,1.33%,0.22%
2021,d4a9ff9a-f6e1-4726-a796-779e786361ea,428155175,video,31228,25.80%,4.89%
2023,d53fda62-aa98-4630-a97a-b743ead34405,204652261,video,63033,24.23%,2.55%
2024,d5509211-d9c3-4711-b08c-7ff39c843d63,223413978,video,33093,46.66%,9.00%
2030,d6020b4a-05d6-4833-8de5-be3c92442f89,1385744790,video,54267,6.56%,0.55%
2032,d612de91-fe67-47b7-8a6e-78fb2aca943c,282266248,video,39663,13.36%,0.65%
2034,d61e79cb-dcae-4e37-9320-54e4d06125b2,196673366,video,36283,17.72%,3.35%
2036,d628e33d-a0c2-496d-8ab0-5417203e9f9d,687222838,video,33086,7.34%,0.81%
2040,d6d90403-7d8d-4360-b66e-ba20ad1b6508,277458939,video,28183,5.86%,0.62%
2043,d77140ad-c41b-4d02-b500-db516fc4d477,214498350,video,33919,56.70%,6.81%
2045,d772c33d-4db0-41e4-b057-fe3b58a4592e,18394448,video,27409,9.36%,1.95%
2047,d784fd52-28ba-4d20-a3ea-b4231492b814,12664715,video,65520,8.70%,2.06%
2050,d81b1b9a-2cb3-4fc6-8c08-e23d70fc3b9e,1389629819,video,30302,43.22%,13.52%
2052,d87bd080-e9e4-4901-acdb-5965d7719920,256293391,video,63091,84.97%,1.17%
2054,d87db158-9e49-41f6-af83-a202300ed594,387475781,video,50156,56.00%,8.38%
2056,d8a88553-39e3-4e42-8b78-965a1a428afd,21264880,video,44779,9.75%,0.98%
2058,d8bd9eee-ac29-4af0-aeb5-4704e7e75d3e,3174737975,video,76121,64.30%,6.34%
2060,d8c4aa4f-a281-4ab2-8183-e042c91cdd5b,1722239939,video,89572,1.90%,0.33%
2064,d90e9cd9-4b64-48ba-aaa2-b1f4f4cb8e05,1156246658,video,45394,1.98%,1.45%
2066,d94735b5-533a-4cb0-815c-0b987b5e4b3e,508370123,video,46581,31.68%,8.07%
2068,d9dc9703-9e2c-474e-9101-ee78b7d8b753,1170632620,video,40926,34.86%,4.35%
2070,d9f0b890-efa6-4f8b-bdbe-158cfba38d67,317944315,video,30711,1.06%,0.33%
2071,da08fdc4-362d-4c43-8202-1fd6b7edcbf0,227155664,video,35708,30.57%,8.61%
2073,da16cc2b-a767-4b8a-a1a7-e72e9baffa0e,1521282225,video,85028,46.61%,3.12%
2075,da370f47-f4cc-4f46-a8c6-3c7a4e93c3d1,701665225,video,38031,7.17%,0.79%
2077,da720457-ecba-4c37-a49c-e4860baec0be,178965748,video,47470,27.68%,2.36%
2079,da7e9948-1d67-41bc-a4e6-117c77303744,516071571,video,39683,9.38%,1.88%
2081,da80b8aa-f6a2-4408-ac69-2119a8f3642f,2261850612,video,48735,83.36%,1.20%
2084,dadd1e4b-4d77-4028-9c9b-f9282bef3566,490125153,video,21386,2.79%,0.66%
2086,dae37082-d347-4311-920f-b82320181287,698897551,video,25721,1185.13%,2.47%
2088,db787474-b0c5-433b-830d-fd822081de12,1488756504,video,52201,30.66%,5.51%
2090,db910dc6-45da-44cb-9694-bfc185197ea0,52626157,video,50759,29.37%,4.72%
2091,db9809a7-47d1-433b-88f7-43dc4d30229e,214846050,video,46504,27.96%,4.19%
2093,dbb8e636-5106-4064-94b5-fdc5af2ec4c9,3253619527,video,45765,19.02%,1.83%
2095,dc113e05-d36e-42b2-a455-88f5eaf995f6,176842712,video,43365,13.38%,2.07%
2097,dc1835fa-0138-4439-8d2e-8dca1e6c9303,303895376,video,74323,16.68%,2.61%
2098,dc700328-e7fc-4651-bf57-ae36a6f34742,1527554093,video,41712,19.57%,2.89%
2099,dc99b217-c6eb-4da4-8025-a96cee2bb717,2956509022,video,71219,26.38%,1.73%
2101,dcae8e20-8ebc-4618-9bb5-82b3344095d9,222512682,video,68488,3.55%,1.41%
2105,dd840fdf-2c5b-4118-9ac2-4830135b8bde,1805555812,video,55321,17.15%,1.24%
2107,dde21810-cb87-4b8f-9c4f-aa62b4adc060,3220486138,video,75208,13.17%,3.82%
2110,de718604-244f-4e24-95ad-126b63bd24d4,627924823,video,36193,27.22%,3.92%
2112,decbea12-0ee1-45a5-acce-260287b63195,2320303671,video,63611,100.94%,5.54%
2114,df60506f-264a-4aba-b4a3-3e93706db3f7,5932852,video,37706,7.21%,1.32%
2116,df61a7f2-043c-4873-a4d8-683130f95b32,1464615,video,61143,4.46%,3.17%
2118,df8adce4-b673-48a8-93a3-bae01fea811b,1308007730,video,42629,189.33%,9.59%
2120,df8e22df-7bf4-4b37-81e8-150da8fea43a,3147311317,video,70609,2.44%,0.11%
2122,dfa841f2-3e26-44db-a5c4-61300f010774,1402261156,video,99754,7.01%,0.75%
2124,dff0fd13-e3ca-463c-a136-1224cd95cd01,42299164,video,35405,3.59%,0.37%
2126,dff432ea-ff95-49f9-a66e-0343c6569ce3,1552868729,video,51216,13.30%,1.03%
2127,e000b213-1aff-4acc-b226-6f3bbadeb004,2068318895,video,64485,87.37%,14.05%
2132,e0e18e1f-42bf-4211-83b7-940aa485ec85,1742692820,video,37212,11.22%,1.62%
2134,e182df06-73ee-4ce9-afb4-45a9b64e5f59,292807183,video,89590,72.73%,2.26%
2136,e25417e0-2873-4f9e-a6ef-8fa71732eaeb,1727373894,video,26422,4.66%,0.90%
2139,e2af86b5-27a0-4a35-a1a1-a17c16854080,1384970038,video,66410,3.91%,0.67%
2141,e2bd344e-465f-4a60-82b7-64ed7c13df78,2131111908,video,76180,21.15%,0.70%
2143,e2fdf452-a707-475e-bebb-4a3030a8914f,354930898,video,32384,2.49%,0.30%
2145,e32161ac-49fd-4ded-9792-d603b6f0a6e5,236197983,video,82512,14.28%,1.39%
2147,e3617fe6-18e0-4d74-b182-ca1fb923c4d6,184851189,video,51659,20.28%,1.04%
2150,e3f0b7e5-24c7-4aeb-b42b-da300ddefad7,1499725503,video,48824,9.23%,2.93%
2154,e48630ea-e980-4773-ba3e-0cf856f9b5d5,1546780554,video,68575,6.22%,0.79%
2156,e49d1e26-fe4e-4815-bcbe-aac4c05c34e7,229996165,video,42096,7.07%,1.02%
2160,e5d64dea-8cdc-4f0c-b309-8c8ddd530204,370537160,video,25592,19.13%,1.89%
2162,e6288d48-5998-410b-b321-0ba2903bd904,378476833,video,73501,4.34%,0.52%
2164,e63ae89f-9373-4415-96b2-4582484e88cd,258697899,video,78297,15.77%,1.79%
2166,e6819b01-928a-48b1-9153-209d6f1e77ec,23150062,video,71346,23.61%,1.52%
2168,e6822cbb-c62a-4910-8fd6-df014a6f9b60,1943316465,video,58753,25.53%,3.20%
2171,e69c4763-2acc-4a2c-aeb8-70a022695bd4,206340666,video,33919,21.12%,3.30%
2174,e736e704-8e9e-4c2a-8ecc-62a82d919f06,383435525,video,66698,4.34%,0.69%
2176,e737857b-2268-4757-8ded-23c20f5694ec,326630319,video,62661,0.99%,0.11%
2178,e75b155f-14de-4204-b2e8-3de154a891bc,231732321,video,58131,10.58%,2.73%
2180,e78d7797-799c-4094-a16f-f1ef84390439,212754104,video,42251,34.97%,2.56%
2182,e79ba2c7-7561-4feb-a9db-066933d256ea,4013020396,video,96483,24.89%,1.97%
2184,e7ed6545-bded-4580-80fb-100b535a97e0,280750889,video,70407,9.96%,1.20%
2186,e7f25a58-2387-4f6d-9b2d-ddcfdf9235a0,566278254,video,89646,24.19%,1.96%
2188,e81f830e-fe50-4577-b8fd-1229776534ce,1660211475,video,42044,33.39%,2.86%
2190,e83a0334-fc93-461f-a56c-ccf22c1f0709,1987147171,video,39227,1.50%,0.24%
2194,e9b14007-a995-428c-9dba-f6b6ddb259db,1579109500,video,44398,25.40%,4.27%
2196,e9fff27f-25da-45e3-a150-f33cf0d4ef82,3419992243,video,49722,23.54%,3.77%
2198,ea321411-fcde-4ad1-8fa4-9d8e6f1f23a1,253969863,video,46741,228.21%,4.80%
2200,ea79f95b-39b4-42df-a064-ae5ed375267e,2063664198,video,66924,5.62%,0.93%
2202,eab5b729-e603-4e2a-af13-14b5d66e8433,279508928,video,40385,6.24%,0.35%
2203,eac17175-ada7-421c-9f07-108324995385,18463428,video,40214,9.06%,2.72%
2205,eaf7d6ba-7ad8-4473-9f84-20d07760a7e5,1721683974,video,40562,7.66%,1.05%
2208,ebb93540-0670-48c4-bc81-a5bccd37a35d,1013386214,video,30909,14.77%,1.03%
2211,ebf4a6f0-5121-470f-b25d-3e500577f259,1611020978,video,44914,3.85%,0.91%
2213,ec03f3e5-99f3-4a92-aee1-b87afe9fdb43,1415649676,video,80556,8.04%,1.14%
2216,ec6eefc7-2986-48de-8ddd-4fdc048ad038,192709550,video,84984,17.96%,1.51%
2220,ecc76e81-9be9-4308-870e-1a4ecf35f480,48412942,video,30080,2.96%,0.55%
2222,ece90c01-138c-4720-bc49-93656fe93777,384993055,video,38340,27.46%,0.14%
2224,ecfa6f81-9e7f-4369-b8aa-3fdeadd6a983,503855281,video,45123,147.37%,11.91%
2226,ecff46ff-3b2e-4e1b-8ef2-1ed642bd990d,24997935,video,40079,11.75%,1.85%
2228,ed057989-f7db-4706-af80-26dd815e6534,420125456,video,22524,3.96%,1.35%
2230,ed7e1237-f08e-4260-af59-8d72900f5a87,402940696,video,48226,39.93%,5.47%
2232,edc16182-e189-438b-a51c-062088c5f2cf,529685355,video,54851,8.24%,0.93%
2234,ede18f32-2c59-4301-bb7f-498e836f47b9,319961791,video,46680,8.54%,1.71%
2237,ee17020e-428a-4061-b412-ebb2b662bd9c,4580515095,video,40564,18.19%,2.13%
2239,ee258937-9fa7-47bc-bbe8-ee2430071bb2,467891234,video,44941,16.76%,2.06%
2241,ee56fc15-9b01-4671-af69-413b0c5710e5,228889112,video,79461,4.35%,0.74%
2243,ee62e7da-e972-4ea4-92dd-7992332f3175,217975533,video,38751,2.12%,0.49%
2245,eeb5ff49-d23f-484e-b020-175eb38683e0,54885338,video,40913,7.09%,1.33%
2246,eec96638-66a2-4e41-a58f-d845ab75fabc,1738410027,video,59078,23.31%,2.11%
2249,ef764d1a-0ce6-4257-88af-0f24801ad6f9,1142184483,video,48529,25.87%,3.21%
2251,ef87d5ca-ee64-4be4-95ce-7ceb6bc94359,5950502015,video,60418,3.45%,0.83%
2253,ef92e697-2f34-4f87-9c3c-af674cd71695,1593315153,video,61504,13.59%,2.78%
2255,efe7bc70-be7b-4d57-9a30-372283f3cd3b,1526181520,video,24434,9.22%,0.82%
2257,f0105d61-7b22-4a02-9b02-d6f445a99f96,5472909883,video,60833,32.27%,4.77%
2259,f0b47685-a348-4385-b54b-e063fa60c2d4,232394053,video,53957,4.35%,0.39%
2260,f1260792-c6b7-4e03-adc8-5567de185c70,588481403,video,43118,36.95%,4.20%
2262,f14761d0-43b5-4c03-9ee6-2035c0739105,782502775,video,70895,61.86%,5.02%
2264,f159becf-def9-429d-b552-34b10646fcf4,203781561,video,84098,1.64%,0.42%
2267,f19ee363-8996-40c6-9a5f-c74665de301f,47205535,video,80054,5.69%,0.69%
2269,f1e91453-6ca6-4dc5-9dcc-adcb39534f30,215059400,video,39216,12.05%,0.79%
2271,f207db38-2d44-436f-aca4-89bb7a28f5ba,291820916,video,24925,13.82%,1.58%
2274,f26aff8f-2418-45f1-8bfe-17ef6706ee0d,1790510380,video,62685,21.68%,1.78%
2278,f2bef9c2-9a8d-4c72-b6bc-54e17f2722a2,490047232,video,38206,1.72%,0.39%
2280,f2cff9e3-88db-4808-a3a0-259301b55353,35563114,video,35717,12.97%,1.22%
2282,f32cbd49-da8c-4676-8e2f-6722a5820660,4077187079,video,30604,20.85%,2.30%
2284,f3648270-ae68-4c2c-bf59-929a5bbb88ff,3222407129,video,68078,2.98%,1.15%
2286,f3baf258-0d03-4477-95db-79717f0752dd,289990276,video,53491,13.26%,1.89%
2288,f3c966a0-26f7-46dd-af3b-7082282a0b71,33218929,video,88254,10.22%,1.12%
2290,f3cf5631-41bd-4872-94b4-0855f901fece,4213676175,video,35816,60.08%,3.63%
2293,f45036c8-9ec9-4b39-b29e-0cefa9f8d34c,1964837766,video,73055,6.23%,1.32%
2295,f48938a6-12af-4d66-838e-63903815f527,1209783789,video,54199,3.61%,0.77%
2297,f490ff2a-e9a1-4382-a1e0-28895e0e3d8c,327730147,video,33413,7.41%,1.46%
2299,f51ced80-03cd-4199-a6ae-f16bdb1ea648,348387726,video,46634,6.04%,1.06%
2301,f52246f8-1fee-4bce-8470-0d4f76ecd48c,574189023,video,46033,2.87%,0.76%
2303,f532c43d-c482-45a4-b01b-4b27d9850130,1542628166,video,59803,13.90%,1.74%
2305,f53c516e-bf0e-4cb7-b7c0-4698b3f0654a,261860049,video,74772,2.05%,0.34%
2309,f6535dde-9898-4a16-b01d-a7e82a0e8026,267426703,video,35315,6.36%,0.80%
2311,f67f98e9-f215-41e7-ade8-8a919caf50cd,2591676072,video,79350,1.77%,0.32%
2316,f7675cba-f5ad-4ac4-9f77-12c5cffeab90,176807444,video,52354,33.49%,6.84%
2318,f76a9b51-6256-4601-8a2e-25463eb92f57,25516923,video,59313,3.13%,0.69%
2320,f81c7f0c-94a4-4885-b124-40476008f36e,28628295,video,58356,108.23%,9.21%
2322,f86d8942-11b3-4255-bb79-49d0ea1f549e,1969820484,video,40911,17.17%,2.45%
2324,f877d38e-eb02-4bd1-bc1e-969305dcda2c,268355686,video,53562,30.38%,2.02%
2326,f8a5a53b-5ab1-4fbc-965d-9447e99a1029,256892703,video,34746,7.95%,1.11%
2330,f9850a86-4ba0-49ec-8191-f399dac7d6c7,1925889348,video,32997,16.44%,4.00%
2332,f98b1762-fcd5-4088-a921-1628e61fd3eb,1370497492,video,42854,4.29%,0.79%
2334,f9a62b89-3c73-4dfc-80f3-992eaeb6cf48,4929816611,video,40176,181.88%,3.75%
2337,fa966613-9998-4c2d-9802-6260edb54cb4,1058411250,video,75940,17.67%,3.96%
2339,fb12c3d6-a5fc-4517-83cd-87110596ac3d,251345306,video,80580,9.27%,1.01%
2341,fb14f9b8-783a-4b22-bbbc-b7935c8d03e8,2122030811,video,40237,189.40%,24.33%
2343,fb20548a-978d-4836-a76f-403849ce832a,1561818006,video,87765,28.99%,4.98%
2346,fb460bc7-7f06-481e-b9b3-e0613392f06a,30835510,video,57472,18.90%,2.52%
2348,fbbbd9db-acf4-4e11-938f-8d3be2295c2b,346902287,video,41768,148.97%,0.89%
2351,fc496741-d7a6-4633-b582-a21fd2b712a7,18724617,video,89000,13.43%,1.62%
2353,fc4af8e5-492f-4279-a072-818df7ad01e9,41467048,video,41678,11.28%,0.93%
2355,fc8a00b2-a625-4911-aa4d-d97e1f9378f8,268663771,video,20676,7.02%,1.64%
2357,fd445cda-df09-4a22-91e6-ab4978b09232,1160690715,video,85458,4.67%,0.62%
2359,fd5d788e-9aa1-4379-891b-f25871f82a5c,1448470182,video,82175,150.07%,15.09%
2361,fd8c4713-9dc2-42f8-826c-ff7668a80fec,2698694061,video,45968,42.36%,2.01%
2367,ff919896-1d72-4265-a7e0-1d52a5cb9092,509217858,video,45393,104.39%,4.23%
2369,ff92f0f6-a736-434b-aa98-a376feeb8572,8457879,video,75790,60.08%,6.24%
2372,00494701-c12f-4a6f-9794-f93d5698413d,295051704,video,261542,10.18%,1.08%
2374,005aa8b6-0a4f-468c-aafe-9ab9fb019295,8406743,video,121774,10.86%,0.75%
2376,00670e9f-e1ce-4b4b-94fa-7de32331892d,13839787,video,134216,8.42%,0.87%
2378,007e6f25-9b03-4d3a-8634-e5ca90e3904f,1290305833,video,231089,17.34%,3.87%
2380,012ee22b-569f-4454-8795-5101d1506106,1919898681,video,100474,33.47%,2.25%
2382,01bdad26-dda4-4005-a76a-417ef946d6ac,208417383,video,109028,26.90%,2.74%
2384,01fd461e-13cd-4814-a9d7-9366b918eeba,1033178961,video,126649,4.00%,0.70%
2386,0205440e-e281-4ee4-9492-60070c5a73e8,224396944,video,154481,5.93%,0.70%
2388,02569299-446c-494b-b3ab-2f8e96555f3a,1317790963,video,202886,89.32%,11.72%
2390,0280ddde-8278-44c5-ba16-dae5d78b712f,193518369,video,273405,12.29%,1.02%
2393,02c496a9-f056-4498-8327-297c4e6d2145,1267141858,video,165479,0.55%,0.19%
2395,030d709c-59a7-4f14-90d8-57b5173dcb67,1421454852,video,147338,4.50%,0.55%
2397,03736a31-c74e-4377-95fc-4306a5f57372,321915165,video,239242,17.24%,2.26%
2399,03a74b9a-695f-4fb2-81b1-5cbfad9a0200,1380503609,video,117967,7.01%,1.14%
2403,06126ec5-1591-4041-86da-3766833ecba5,544719503,video,107850,8.53%,0.65%
2406,062af2aa-fe01-4a80-9a0b-bc822733a213,1796139767,video,136997,41.48%,4.13%
2408,06453593-5542-4a40-8369-9d62b9e2ad5b,1563227931,video,293003,11.85%,1.69%
2410,065199dc-d70d-4f7e-8468-61122050b86e,268846509,video,194757,3.54%,0.70%
2412,06618976-a414-469b-af35-46537cc5ac51,397834651,video,128636,10.07%,0.57%
2415,07abc940-3b2b-4f94-8673-d9649dc89f91,4471900268,video,215715,16.36%,3.13%
2417,07c11350-c794-42e2-9f3f-4c54df3e5062,11747963,video,130326,8.26%,1.55%
2419,07e678bc-bdbb-4b07-95e7-8c4275279c39,1616719,video,191365,4.50%,0.31%
2421,07e7cdee-e947-481f-b04c-c18e1eb2110c,398972908,video,128488,22.29%,2.04%
2423,07fb961b-54d0-4213-a340-6fbe0ad39df8,50655076,video,218007,1.28%,0.16%
2425,08e45e5f-de1c-4148-bec2-99af6e9da0f8,446150351,video,149175,12.90%,0.67%
2427,0901b1cd-383b-4538-a901-3fc0ba14ca61,1140609904,video,153811,4.99%,1.92%
2429,0945c1e5-be54-490b-9339-a25ab93dd8ea,497132599,video,129272,9.13%,1.20%
2431,098c3234-ce31-457f-ba75-81754f15dd59,27977481,video,101210,10.40%,3.75%
2433,09c73c1a-417e-407c-b887-5b05e24868dd,333629539,video,162712,6.60%,1.02%
2435,09e5b672-fe1c-4757-baa9-c30b2e78ba73,2324275962,video,100570,53.73%,8.45%
2437,0b1dbe63-636c-4bca-a14d-df37da010119,180604567,video,243156,12.60%,1.19%
2439,0b3f3961-3ad1-4594-96ca-a7a1b2a52a20,417890316,video,209946,43.19%,3.16%
2441,0b66e960-73be-4d6b-b2f2-385a4f6c5a3e,201713782,video,157758,7.60%,1.45%
2443,0b7c4e7e-0120-4a19-8824-899061b94bb1,7007427351,video,162322,35.38%,2.07%
2445,0b883bb8-5e80-41b5-b176-c908cc3550d5,1510385336,video,101269,34.30%,3.25%
2447,0bc7f070-fd36-474b-8381-46bee9f7975d,27321431,video,144219,4.60%,1.62%
2449,0c030ac3-5eee-4538-a366-5b8b36cbe9b6,345820842,video,213689,6.87%,0.62%
2451,0c263864-5edc-4d51-8eb6-915d445a7b70,49424930,video,127156,74.82%,4.61%
2453,0c2b6d95-490b-4104-accb-f98c5721fb77,309644899,video,240978,4.98%,2.11%
2457,0ce37ca3-efbd-4a17-b8dd-34a77da84be7,368402562,video,244551,9.18%,0.46%
2460,0d1a3a6a-b220-4549-a4f2-70f18c2d265d,240688262,video,123485,5.18%,0.92%
2464,0ece833f-2a7c-471b-bea8-d321ee614d7c,1722530981,video,155061,5.48%,0.84%
2466,0edc7f38-bb4d-4ca9-a371-ecedd7855182,3112407555,video,109707,1.95%,0.21%
2468,0ee2eaca-f953-4bf4-8de2-cc7d463424d3,1015602447,video,137135,11.55%,1.12%
2470,0f56cb12-120c-4107-982d-aaad14727610,1299015621,video,276685,5.53%,0.60%
2472,0fa23635-656c-491d-98a1-9fec358d55f5,331303349,video,224162,17.73%,1.89%
2474,0fe6a469-cc88-48dc-ac09-530199bc8b44,4055428747,video,295956,4.20%,0.86%
2476,0ff5dd0b-4a83-4e64-9046-841fdac983eb,291728300,video,118064,7.84%,0.53%
2478,10c843c8-4e4c-491d-9c3a-85f1f1d59f90,3100989616,video,260015,2.86%,0.55%
2480,11454035-9113-4600-9f62-534b217dfaf6,548279199,video,258655,4.54%,0.84%
2482,1149ff7c-07b2-4be9-a547-acf8181e51b4,211705558,video,107138,4.43%,0.75%
2484,115ecb98-2ed3-4110-9ad3-e2e1ac1dcc7e,280567559,video,217390,9.49%,0.86%
2487,11c063f8-6654-4a19-8a42-2fbc186a5aa9,560966240,video,114010,179.77%,14.03%
2489,11edeaeb-bcc3-450e-9102-0be22b2cca68,219703171,video,176240,8.65%,1.37%
2491,12afa80a-95e8-4311-9eef-5085ebae7f12,251730367,video,135735,8.13%,0.57%
2492,12d20e53-7c31-4932-a1db-18329a5b488e,2208356986,video,209269,53.43%,4.22%
2494,1315683d-f225-4927-a1b8-74a94be58db2,421320572,video,142189,51.45%,8.40%
2497,1339c108-c926-44e8-a996-babeaf7f3adc,1017931,video,229646,4.53%,0.38%
2500,1422b2dc-fcf4-42ee-86f8-fa5ab7c434a0,201977642,video,123153,16.20%,1.08%
2501,14577ebe-a4bf-4d0f-84a0-3b42a5feb23d,1170313825,video,261016,17.61%,1.62%
2503,147ddf26-43a1-480e-9c48-52a6c1697fe2,249566313,video,211367,33.40%,4.78%
2506,150ff3c4-3f22-4785-86aa-21fdc80987e3,1087851250,video,228367,7.69%,1.01%
2508,159c2758-6fd2-440b-bd61-6b0d984280b9,182968365,video,235959,34.81%,5.44%
2510,15b65b41-513d-4f04-bc9d-c2664d614ea6,29281828,video,212142,3.72%,0.49%
2513,1726f72e-b95b-4c11-8754-4370cfe58178,272635628,video,261201,17.67%,1.47%
2515,173649a7-7fb3-4871-8f62-edfd15241efb,233319498,video,154056,21.79%,2.11%
2517,17d902de-ffa5-4099-9670-527e8fd58b7b,1414991837,video,121982,18.14%,0.33%
2519,17e43cde-288d-4a62-a188-8da474791703,269985444,video,255646,7.86%,0.36%
2521,18417602-1082-4b10-8145-011ea93880ef,232513059,video,208192,6.16%,0.51%
2525,1995f135-5b6d-4bbf-8f88-a6a6bd11af24,3140997859,video,226431,4.21%,0.41%
2528,19a9f76c-bc69-43d3-98f3-c5209921ac84,478286809,video,290768,10.07%,1.03%
2530,1a81c53e-618f-421b-bcc6-ac1ceb64c60e,176966676,video,174008,8.83%,1.81%
2532,1ade231a-edc1-401e-9eca-4f994d01cd9b,550957437,video,109241,13.54%,1.50%
2534,1b4ad9d4-2745-49a6-ae72-935cc3802725,316969694,video,246912,10.08%,1.20%
2536,1baed6a0-5329-4dbb-97cc-44d6912ad8cd,335433390,video,258521,12.94%,1.49%
2538,1bea7329-411c-440d-b840-1473dc704b44,2945160940,video,260179,9.24%,1.34%
2540,1c2bb8b6-81ec-41e1-ad81-dc175750539d,374920909,video,194988,44.32%,3.82%
2542,1c640173-5e59-4eb3-ba00-3af5c796c4f2,260820472,video,180132,7.56%,1.45%
2545,1ddfa8ed-5cad-44b3-be9c-126ec8f9fbe1,181407559,video,123021,10.59%,0.93%
2547,1dfed718-41d6-4ca0-bdfb-ac76683b0655,50164275,video,183387,11.80%,1.40%
2550,1e6101a0-4aaf-4b8d-9f45-054d31a1c5be,254294735,video,129329,3.51%,0.54%
2552,1e83c707-ee43-4e4f-9ce9-ed1c6ec5177f,328143871,video,140100,2.08%,0.28%
2554,1eb88749-1957-481b-83d7-9a80439fdb2a,242520946,video,286881,92.11%,7.93%
2557,1f93b34f-5820-4b2a-80b3-257cf3eab39f,443376150,video,102254,6.59%,0.70%
2559,1f9aa37a-c1d7-453f-a173-4ecc5ddb6213,358444224,video,110393,22.28%,1.65%
2561,1fd39c73-a202-4d51-861f-ebd41fc7b0cb,3646970810,video,117784,0.43%,0.04%
2562,20c0bc0f-8d1b-48eb-babe-50abc450264d,491452954,video,126572,51.92%,5.68%
2564,214ec7af-5ac8-467f-814c-4f3064dca693,2178512739,video,156359,19.31%,2.94%
2566,2217d676-6dc5-42bd-80ac-5332926d4b3a,335152555,video,271441,30.83%,1.98%
2568,22510e01-7df2-41a1-a9f3-b2de22f8f8e2,1532779287,video,103197,4.98%,0.62%
2570,2260e981-9a4c-4e3d-b52f-833a07e2e2d8,1728905218,video,286271,2.70%,0.42%
2572,228abdaf-64e4-4429-920d-b7798e1baac6,979269648,video,218907,12.24%,1.08%
2574,2353a0ae-cd30-4753-a385-c80ddc334a76,262892176,video,130216,11.77%,0.61%
2576,23c75a2b-4e62-45d7-8158-4825cc7417de,234359890,video,117238,12.06%,1.20%
2578,240c149e-8e7a-4d7c-b1e8-0304534692b2,2243052776,video,250818,98.73%,9.57%
2579,249d3138-9c8a-497c-9df4-ec2d197d2c2e,1377749064,video,119596,0.92%,0.14%
2581,24bfe123-b09f-4c35-9d77-4742a8364ccb,2220542191,video,170249,9.32%,1.79%
2583,24d1dba7-50e7-4e16-bc5b-bccf06225d8f,392761004,video,100598,9.91%,1.29%
2585,2539ec3d-730d-423b-92b6-223191263fdb,1833295656,video,128002,8.34%,0.58%
2587,25566a19-c001-449c-a49d-a246117ea284,23016812,video,153181,3.46%,0.47%
2589,2556ee65-b353-47e0-b74d-d7dc22be66b7,1413150148,video,111865,7.04%,1.88%
2591,25a994e8-11b0-49dc-a780-e871802d0468,146176278,video,150445,7.73%,1.17%
2593,25f11c98-30bd-4a4e-883d-2f79e490035b,702111700,video,142314,3.54%,0.21%
2596,26585295-2320-4df2-bf11-7da56a2f29c5,488810503,video,156387,12.95%,1.46%
2598,26902925-fb63-4b8d-849f-2c2ab5415f59,258265591,video,116734,3.18%,0.57%
2600,26abf16c-aa03-4679-b55d-3cd53424b06b,202747433,video,146683,18.23%,1.85%
2602,26b8fced-0c4a-413a-9d44-066a278e2005,590416247,video,253201,18.18%,1.33%
2604,26c2a1b1-592d-4aa5-8734-904f81eaf97e,1557236024,video,199653,3.03%,0.64%
2606,271506b5-76bc-4f86-b40a-fe1250527504,3232998412,video,162686,21.74%,1.85%
2608,27478939-1c0b-43ad-9558-c6432b1f6abc,1.78414E+16,video,256909,26.67%,3.59%
2610,2767422a-b2c9-4a21-8b94-3db9302695e0,289750095,video,220591,20.43%,1.46%
2612,279d5af3-9769-464e-b2bb-8e2ea8319b6b,373980535,video,157810,4.13%,0.83%
2614,27dfe344-d6c0-43a7-aa7a-b6e78399f587,357285392,video,214540,28.73%,3.95%
2616,28089ed2-8745-41b9-9ac0-4d29aa3afb30,489145674,video,128073,10.75%,0.97%
2618,2846a24f-9954-4942-936c-4c4a4268579a,390953575,video,152843,1.04%,0.39%
2620,287d9fa6-1a63-4c0e-84b5-678e0e7174e2,179546281,video,152909,7.27%,0.95%
2622,28a4e0e8-35de-4509-bfb5-94b95e247717,503479357,video,221542,31.89%,3.79%
2624,29550a29-2612-4b8d-bc94-71c09ac6c50f,1076898013,video,174196,1.48%,0.12%
2626,2a4822d8-7c40-4d53-b5aa-65fc66038168,512910416,video,112928,9.79%,1.02%
2628,2a7925ef-966a-4543-bb12-d2b6eca5d2b9,206953575,video,184102,6.91%,0.80%
2630,2b306832-78c7-4b7e-8240-8ab884e756eb,262921213,video,214396,7.01%,1.90%
2632,2b871d27-cfa4-436d-b31e-219d15d28007,463639914,video,104454,9.66%,0.90%
2634,2b93d291-5077-416b-ab89-d3a27b14b356,1279423083,video,131531,6.85%,0.71%
2636,2be211d3-f9a1-4290-9fc3-6035467cdff3,348603609,video,194330,2.53%,0.21%
2639,2dd79d96-9992-47d8-a9ed-486de68f336f,208872705,video,271997,12.11%,1.22%
2641,2f0266c8-c4bb-4a9e-a9f2-e6bb0c9feddd,2162494668,video,196687,1.96%,0.19%
2643,2faddd55-f6ce-45e2-974e-5106a04cea90,275264661,video,140779,1.03%,0.21%
2645,3025dc31-f382-4df6-9fad-6461b90ed3db,26745220,video,105603,52.28%,6.44%
2648,30e81a75-2c51-49f7-a6a8-8419379f9b7a,374935450,video,289444,64.77%,6.88%
